Type	Time	Value	Data center
rtb.requests	1443436260	1995.713889	dc=S
rtb.requests	1443436560	1853.428334	dc=S
rtb.requests	1443436920	1800.342223	dc=S
rtb.requests	1443436980	1846.101588	dc=S
rtb.requests	1443437280	1809.325	dc=S
rtb.requests	1443437640	1939.038889	dc=S
rtb.requests	1443437700	1846.922223	dc=S
rtb.requests	1443438000	1992.797937	dc=S
rtb.requests	1443438060	2010.953889	dc=S
rtb.requests	1443438360	1982.133334	dc=S
rtb.requests	1443438420	1990.241667	dc=S
rtb.requests	1443438720	2140.824445	dc=S
rtb.requests	1443438780	2135.346667	dc=S
rtb.requests	1443439080	2199.605	dc=S
rtb.requests	1443439140	2181.268254	dc=S
rtb.requests	1443439440	2436.950953	dc=S
rtb.requests	1443439500	2454.614445	dc=S
rtb.requests	1443439800	2480.049445	dc=S
rtb.requests	1443439860	2487.966111	dc=S
rtb.requests	1443440160	2637.041667	dc=S
rtb.requests	1443440220	2650.555556	dc=S
rtb.requests	1443440520	2686.186111	dc=S
rtb.requests	1443440580	2684.124603	dc=S
rtb.requests	1443440880	3046.125	dc=S
rtb.requests	1443440940	3048.494445	dc=S
rtb.requests	1443441240	3227.458889	dc=S
rtb.requests	1443441300	3227.339445	dc=S
rtb.requests	1443441600	3125.147778	dc=S
rtb.requests	1443441660	3085.463889	dc=S
rtb.requests	1443441960	2968.752302	dc=S
rtb.requests	1443442020	2987.567778	dc=S
rtb.requests	1443442320	3456.306111	dc=S
rtb.requests	1443442380	3455.23254	dc=S
rtb.requests	1443442680	3855.016667	dc=S
rtb.requests	1443443040	4327.663334	dc=S
rtb.requests	1443443100	4317.145238	dc=S
rtb.requests	1443443400	4893.364683	dc=S
rtb.requests	1443443460	4843.015873	dc=S
rtb.requests	1443443760	4332.214683	dc=S
rtb.requests	1443443820	4352.169445	dc=S
rtb.requests	1443444120	4807.752778	dc=S
rtb.requests	1443444180	4808.816667	dc=S
rtb.requests	1443444480	5140.720556	dc=S
rtb.requests	1443444840	5519.303889	dc=S
rtb.requests	1443444900	5425.535318	dc=S
rtb.requests	1443445200	5728.397381	dc=S
rtb.requests	1443445260	5727.708889	dc=S
rtb.requests	1443445560	6050.926111	dc=S
rtb.requests	1443445620	6031.955556	dc=S
rtb.requests	1443445920	5715.022619	dc=S
rtb.requests	1443445980	5781.363889	dc=S
rtb.requests	1443446280	6567.755556	dc=S
rtb.requests	1443446340	6523.762699	dc=S
rtb.requests	1443446640	7032.786667	dc=S
rtb.requests	1443447000	7171.831111	dc=S
rtb.requests	1443447060	7143.218651	dc=S
rtb.requests	1443447360	7299.692778	dc=S
rtb.requests	1443447720	8606.84	dc=S
rtb.requests	1443447780	8550.536111	dc=S
rtb.requests	1443448080	7647.990159	dc=S
rtb.requests	1443448140	7691.982223	dc=S
rtb.requests	1443448440	8227.476667	dc=S
rtb.requests	1443448500	8204.686508	dc=S
rtb.requests	1443448800	-3622.098174	dc=S
rtb.requests	1443448860	-3576.097777	dc=S
rtb.requests	1443449160	8109.854723	dc=S
rtb.requests	1443449220	8077.051945	dc=S
rtb.requests	1443449520	-98273.33278	dc=S
rtb.requests	1443449580	-142325.554	dc=S
rtb.requests	1443449880	-142363.6679	dc=S
rtb.requests	1443449940	10553.83535	dc=S
rtb.requests	1443450240	12755.56537	dc=S
rtb.requests	1443450300	12759.52093	dc=S
rtb.requests	1443450600	13120.47259	dc=S
rtb.requests	1443450660	2935.96545	dc=S
rtb.requests	1443450960	12075.925	dc=S
rtb.requests	1443451020	12071.46944	dc=S
rtb.requests	1443451320	11984.31167	dc=S
rtb.requests	1443451380	11873.63571	dc=S
rtb.requests	1443451680	12561.78849	dc=S
rtb.requests	1443451740	12612.33056	dc=S
rtb.requests	1443452040	12425.00833	dc=S
rtb.requests	1443452100	11857.92262	dc=S
rtb.requests	1443452400	11868.72262	dc=S
rtb.requests	1443452460	12383.78056	dc=S
rtb.requests	1443452760	14140.34333	dc=S
rtb.requests	1443452820	13999.35167	dc=S
rtb.requests	1443453120	13643.39944	dc=S
rtb.requests	1443453180	13687.37937	dc=S
rtb.requests	1443453480	14475.21056	dc=S
rtb.requests	1443453540	14478.91056	dc=S
rtb.requests	1443453840	14463.89278	dc=S
rtb.requests	1443453900	14227.77302	dc=S
rtb.requests	1443454200	13908.96889	dc=S
rtb.requests	1443454260	13890.03278	dc=S
rtb.requests	1443454560	14438.86611	dc=S
rtb.requests	1443454620	13437.05873	dc=S
rtb.requests	1443454920	13097.32262	dc=S
rtb.requests	1443454980	14052.49444	dc=S
rtb.requests	1443455280	15034.27556	dc=S
rtb.requests	1443455340	15118.66722	dc=S
rtb.requests	1443455640	-106828.9067	dc=S
rtb.requests	1443455700	-270192.3317	dc=S
rtb.requests	1443456000	-652992.7283	dc=S
rtb.requests	1443456060	-575417.7992	dc=S
rtb.requests	1443456360	19965.30519	dc=S
rtb.requests	1443456720	20725.35148	dc=S
rtb.requests	1443456780	19857.77831	dc=S
rtb.requests	1443457080	20623.59683	dc=S
rtb.requests	1443457140	11343.00299	dc=S
rtb.requests	1443457440	19822.22167	dc=S
rtb.requests	1443457800	20333.82444	dc=S
rtb.requests	1443457860	18880.10635	dc=S
rtb.requests	1443458160	18213.57024	dc=S
rtb.requests	1443458220	19071.45556	dc=S
rtb.requests	1443458520	19777.55833	dc=S
rtb.requests	1443458580	19510.38611	dc=S
rtb.requests	1443458880	19451.57278	dc=S
rtb.requests	1443458940	19198.00889	dc=S
rtb.requests	1443459240	19196.57	dc=S
rtb.requests	1443459300	17817.71706	dc=S
rtb.requests	1443459600	17135.10988	dc=S
rtb.requests	1443459660	16747.65274	dc=S
rtb.requests	1443459960	16949.31222	dc=S
rtb.requests	1443460020	15846.86032	dc=S
rtb.requests	1443460320	17021.36556	dc=S
rtb.requests	1443460680	15296.49333	dc=S
rtb.requests	1443460740	15070.64048	dc=S
rtb.requests	1443461040	14108.47381	dc=S
rtb.requests	1443461100	14259.72024	dc=S
rtb.requests	1443461400	14372.31444	dc=S
rtb.requests	1443461460	14348.32	dc=S
rtb.requests	1443461760	14313.13833	dc=S
rtb.requests	1443461820	14277.07698	dc=S
rtb.requests	1443462120	15576.27976	dc=S
rtb.requests	1443462180	14642.80516	dc=S
rtb.requests	1443462480	14829.3996	dc=S
rtb.requests	1443462540	14068.56984	dc=S
rtb.requests	1443462840	14639.40556	dc=S
rtb.requests	1443462900	14618.09167	dc=S
rtb.requests	1443463200	14982.83611	dc=S
rtb.requests	1443463260	13268.83849	dc=S
rtb.requests	1443463560	14866.19611	dc=S
rtb.requests	1443463920	15255.56278	dc=S
rtb.requests	1443463980	13786.28492	dc=S
rtb.requests	1443464280	14794.7546	dc=S
rtb.requests	1443464340	14828.12167	dc=S
rtb.requests	1443464640	14173.17333	dc=S
rtb.requests	1443464700	14024.26032	dc=S
rtb.requests	1443465120	14517.4499	dc=S
rtb.requests	1443465180	14158.97338	dc=S
rtb.requests	1443465480	14156.83889	dc=S
rtb.requests	1443465840	12934.85278	dc=S
rtb.requests	1443466200	12286.81667	dc=S
rtb.requests	1443466560	12497.81111	dc=S
rtb.requests	1443466620	12470.11032	dc=S
rtb.requests	1443466920	12842.57921	dc=S
rtb.requests	1443466980	12577.96056	dc=S
rtb.requests	1443467280	10600.51167	dc=S
rtb.requests	1443467340	10577.89802	dc=S
rtb.requests	1443467640	11595.595	dc=S
rtb.requests	1443467700	11371.23944	dc=S
rtb.requests	1443468000	12141.58389	dc=S
rtb.requests	1443468360	12254.77	dc=S
rtb.requests	1443468420	-94833.67253	dc=S
rtb.requests	1443468720	-64383.04452	dc=S
rtb.requests	1443468780	18586.95833	dc=S
rtb.requests	1443469080	17571.69056	dc=S
rtb.requests	1443469140	17223.95357	dc=S
rtb.requests	1443469440	18193.0894	dc=S
rtb.requests	1443469500	18293.74773	dc=S
rtb.requests	1443469800	17549.84333	dc=S
rtb.requests	1443469860	17535.68778	dc=S
rtb.requests	1443470160	16779.98722	dc=S
rtb.requests	1443470220	17088.16191	dc=S
rtb.requests	1443470520	16299.69802	dc=S
rtb.requests	1443470580	16240.71468	dc=S
rtb.requests	1443470880	17337.97111	dc=S
rtb.requests	1443470940	17023.54889	dc=S
rtb.requests	1443471240	17037.48611	dc=S
rtb.requests	1443471300	17302.08056	dc=S
rtb.requests	1443471600	17628.20833	dc=S
rtb.requests	1443471660	16344.51746	dc=S
rtb.requests	1443471960	18174.72921	dc=S
rtb.requests	1443472020	17796.54667	dc=S
rtb.requests	1443472320	17222.82389	dc=S
rtb.requests	1443472380	17231.16556	dc=S
rtb.requests	1443472680	16402.43611	dc=S
rtb.requests	1443472740	16595.39286	dc=S
rtb.requests	1443473040	-154653.1849	dc=S
rtb.requests	1443473100	-155527.771	dc=S
rtb.requests	1443473400	15896.11508	dc=S
rtb.requests	1443473460	16044.12183	dc=S
rtb.requests	1443473820	16302.06944	dc=S
rtb.requests	1443474120	16344.21659	dc=S
rtb.requests	1443474180	14989.24	dc=S
rtb.requests	1443474480	15101.96	dc=S
rtb.requests	1443474540	15786.60167	dc=S
rtb.requests	1443474840	-599792.8623	dc=S
rtb.requests	1443475200	-4605179.815	dc=S
rtb.requests	1443475260	-4656151.122	dc=S
rtb.requests	1443475560	-802533.9795	dc=S
rtb.requests	1443475620	1032.790606	dc=S
rtb.requests	1443475920	17133.88778	dc=S
rtb.requests	1443475980	16265.37111	dc=S
rtb.requests	1443476280	16661.13889	dc=S
rtb.requests	1443476340	16751.82778	dc=S
rtb.requests	1443476640	15992.67333	dc=S
rtb.requests	1443476700	15839.82778	dc=S
rtb.requests	1443477000	16001.175	dc=S
rtb.requests	1443477060	15104.41468	dc=S
rtb.requests	1443477420	16191.17738	dc=S
rtb.requests	1443477720	16141.50833	dc=S
rtb.requests	1443477780	14341.68333	dc=S
rtb.requests	1443478080	14247.63333	dc=S
rtb.requests	1443478140	14562.11667	dc=S
rtb.requests	1443478440	15024.58579	dc=S
rtb.requests	1443478800	14067.37374	dc=S
rtb.requests	1443479160	14043.63763	dc=S
rtb.requests	1443479220	13055.60635	dc=S
rtb.requests	1443479520	15176.32063	dc=S
rtb.requests	1443479580	15056.80556	dc=S
rtb.requests	1443479880	13892.40611	dc=S
rtb.requests	1443479940	13775.08214	dc=S
rtb.requests	1443480120	14279.14028	dc=S
rtb.requests	1443480180	14155.69444	dc=S
rtb.requests	1443480480	13505.35167	dc=S
rtb.requests	1443480540	13568.52389	dc=S
rtb.requests	1443480840	13517.29889	dc=S
rtb.requests	1443480900	13199.24286	dc=S
rtb.requests	1443481200	12456.08452	dc=S
rtb.requests	1443481260	12006.65714	dc=S
rtb.requests	1443481560	13093.02611	dc=S
rtb.requests	1443481620	12984.86222	dc=S
rtb.requests	1443481920	12770.76333	dc=S
rtb.requests	1443481980	12484.01468	dc=S
rtb.requests	1443482280	12428.62302	dc=S
rtb.requests	1443482340	12308.22024	dc=S
rtb.requests	1443482640	12456.57825	dc=S
rtb.requests	1443482700	12376.01	dc=S
rtb.requests	1443483000	12386.70722	dc=S
rtb.requests	1443483060	12018.88492	dc=S
rtb.requests	1443483360	12337.15944	dc=S
rtb.requests	1443483420	12284.76778	dc=S
rtb.requests	1443483720	12173.30556	dc=S
rtb.requests	1443483780	12189.38056	dc=S
rtb.requests	1443484080	11626.70278	dc=S
rtb.requests	1443484140	11651.34365	dc=S
rtb.requests	1443484440	11217.27976	dc=S
rtb.requests	1443484500	11483.05556	dc=S
rtb.requests	1443484800	10537.67	dc=S
rtb.requests	1443484860	10457.21167	dc=S
rtb.requests	1443485160	11067.19222	dc=S
rtb.requests	1443485220	10477.94921	dc=S
rtb.requests	1443485520	11383.76611	dc=S
rtb.requests	1443485880	11606.53333	dc=S
rtb.requests	1443486240	12923.86111	dc=S
rtb.requests	1443486600	13752.15833	dc=S
rtb.requests	1443486660	13361.3754	dc=S
rtb.requests	1443486960	13489.67778	dc=S
rtb.requests	1443487320	13294.47222	dc=S
rtb.requests	1443487680	13245.39444	dc=S
rtb.requests	1443487740	12928.32579	dc=S
rtb.requests	1443488040	13142.24246	dc=S
rtb.requests	1443488100	12689.77817	dc=S
rtb.requests	1443488400	12199.07619	dc=S
rtb.requests	1443488460	12194.23056	dc=S
rtb.requests	1443488760	12904.33056	dc=S
rtb.requests	1443488820	12884.525	dc=S
rtb.requests	1443489120	13017.98389	dc=S
rtb.requests	1443489480	14273.77333	dc=S
rtb.requests	1443489540	13198.24762	dc=S
rtb.requests	1443489840	13472.30317	dc=S
rtb.requests	1443489900	13421.1619	dc=S
rtb.requests	1443490200	13752.32444	dc=S
rtb.requests	1443490560	14491.81667	dc=S
rtb.requests	1443490620	13547.84524	dc=S
rtb.requests	1443490920	14153.97746	dc=S
rtb.requests	1443490980	14236.87667	dc=S
rtb.requests	1443491280	13277.16556	dc=S
rtb.requests	1443491340	13140.01389	dc=S
rtb.requests	1443491640	13367.80556	dc=S
rtb.requests	1443491700	13352.81429	dc=S
rtb.requests	1443492000	11765.13167	dc=S
rtb.requests	1443492060	11760.67056	dc=S
rtb.requests	1443492360	12690.61944	dc=S
rtb.requests	1443492420	12374.99683	dc=S
rtb.requests	1443492720	12849.04778	dc=S
rtb.requests	1443493080	13371.82	dc=S
rtb.requests	1443493140	12754.84286	dc=S
rtb.requests	1443493440	12684.475	dc=S
rtb.requests	1443493800	12417.87833	dc=S
rtb.requests	1443493860	12376.14405	dc=S
rtb.requests	1443494160	12225.91071	dc=S
rtb.requests	1443494220	12152.30079	dc=S
rtb.requests	1443494520	12206.8119	dc=S
rtb.requests	1443494580	12206.51548	dc=S
rtb.requests	1443494880	11643.72722	dc=S
rtb.requests	1443494940	11616.99667	dc=S
rtb.requests	1443495240	12079.56056	dc=S
rtb.requests	1443495300	11756.47302	dc=S
rtb.requests	1443495600	10531.15992	dc=S
rtb.requests	1443495660	10632.97222	dc=S
rtb.requests	1443495960	10023.17	dc=S
rtb.requests	1443496020	10018.47556	dc=S
rtb.requests	1443496320	10767.41444	dc=S
rtb.requests	1443496380	10304.64802	dc=S
rtb.requests	1443496680	10568.62381	dc=S
rtb.requests	1443496740	10611.34722	dc=S
rtb.requests	1443497040	10665.24167	dc=S
rtb.requests	1443497100	9951.32619	dc=S
rtb.requests	1443497400	10330.15444	dc=S
rtb.requests	1443497760	10877.46167	dc=S
rtb.requests	1443497820	10495.05357	dc=S
rtb.requests	1443498120	10287.3	dc=S
rtb.requests	1443498480	10310.41389	dc=S
rtb.requests	1443498840	9845.172222	dc=S
rtb.requests	1443498900	9809.940079	dc=S
rtb.requests	1443499200	8941.667857	dc=S
rtb.requests	1443499260	8853.614286	dc=S
rtb.requests	1443499560	8550.262778	dc=S
rtb.requests	1443499620	8488.451667	dc=S
rtb.requests	1443499920	7991.025	dc=S
rtb.requests	1443500280	8354.566431	dc=S
rtb.requests	1443500340	8090.229923	dc=S
rtb.requests	1443500640	8039.35627	dc=S
rtb.requests	1443500700	8056.592778	dc=S
rtb.requests	1443501000	8068.728889	dc=S
rtb.requests	1443501060	8082.113095	dc=S
rtb.requests	1443501360	6802.755159	dc=S
rtb.requests	1443501420	6932.65	dc=S
rtb.requests	1443501720	7182.85	dc=S
rtb.requests	1443501780	7121.622222	dc=S
rtb.requests	1443502140	7210.369444	dc=S
rtb.requests	1443502440	7611.354206	dc=S
rtb.requests	1443502500	7384.460556	dc=S
rtb.requests	1443502800	6166.24	dc=S
rtb.requests	1443502860	6233.753889	dc=S
rtb.requests	1443503160	6249.684444	dc=S
rtb.requests	1443503220	6223.603889	dc=S
rtb.requests	1443503520	6198.431667	dc=S
rtb.requests	1443503580	6170.614286	dc=S
rtb.requests	1443503880	5618.21	dc=S
rtb.requests	1443504240	5527.290556	dc=S
rtb.requests	1443504300	5403.162302	dc=S
rtb.requests	1443504600	5554.578968	dc=S
rtb.requests	1443504660	5423.677381	dc=S
rtb.requests	1443504960	5305.91	dc=S
rtb.requests	1443505320	5433.404444	dc=S
rtb.requests	1443505380	5067.187302	dc=S
rtb.requests	1443505680	4869.939762	dc=S
rtb.requests	1443505740	4865.521111	dc=S
rtb.requests	1443506040	4645.349125	dc=S
rtb.requests	1443506100	4634.733808	dc=S
rtb.requests	1443506400	4061.663968	dc=S
rtb.requests	1443506460	4022.918333	dc=S
rtb.requests	1443506760	4264.648732	dc=S
rtb.requests	1443506820	4266.170954	dc=S
rtb.requests	1443507120	4138.024814	dc=S
rtb.requests	1443507180	4109.623624	dc=S
rtb.requests	1443507480	4132.937698	dc=S
rtb.requests	1443507540	4037.725736	dc=S
rtb.requests	1443507840	3988.686847	dc=S
rtb.requests	1443507900	3995.09246	dc=S
rtb.requests	1443508200	3923.213333	dc=S
rtb.requests	1443508560	3680.438333	dc=S
rtb.requests	1443508620	3603.829762	dc=S
rtb.requests	1443508920	3555.415714	dc=S
rtb.requests	1443508980	3558.949426	dc=S
rtb.requests	1443509280	3210.645556	dc=S
rtb.requests	1443509640	3245.663889	dc=S
rtb.requests	1443510000	2932.483333	dc=S
rtb.requests	1443510060	2893.598413	dc=S
rtb.requests	1443510360	2938.093889	dc=S
rtb.requests	1443510720	2823.832778	dc=S
rtb.requests	1443510780	2760.648413	dc=S
rtb.requests	1443511080	2677.975635	dc=S
rtb.requests	1443511140	2680.068889	dc=S
rtb.requests	1443511440	2611.991111	dc=S
rtb.requests	1443511500	2633.23254	dc=S
rtb.requests	1443511800	2401.293016	dc=S
rtb.requests	1443511860	2397.583889	dc=S
rtb.requests	1443512160	2198.099705	dc=S
rtb.requests	1443512220	2197.352483	dc=S
rtb.requests	1443512520	2204.956111	dc=S
rtb.requests	1443512880	2184.25	dc=S
rtb.requests	1443513240	2226.952778	dc=S
rtb.requests	1443513300	2162.724603	dc=S
rtb.requests	1443513600	1942.075952	dc=S
rtb.requests	1443513660	1976.325556	dc=S
rtb.requests	1443513960	2036.253816	dc=S
rtb.requests	1443514020	2027.18715	dc=S
rtb.requests	1443514320	1979.466667	dc=S
rtb.requests	1443514380	1977.702778	dc=S
rtb.requests	1443514680	1790.816667	dc=S
rtb.requests	1443514740	1793.713889	dc=S
rtb.requests	1443515040	1782.046667	dc=S
rtb.requests	1443515100	1758.572222	dc=S
rtb.requests	1443515400	1674.781111	dc=S
rtb.requests	1443515760	1790.27	dc=S
rtb.requests	1443515820	1730.813492	dc=S
rtb.requests	1443516120	1661.243968	dc=S
rtb.requests	1443516180	1667.817778	dc=S
rtb.requests	1443516480	1600.265556	dc=S
rtb.requests	1443516840	1651.098889	dc=S
rtb.requests	1443516900	1606.361508	dc=S
rtb.requests	1443517200	1455.040215	dc=S
rtb.requests	1443517260	1458.06323	dc=S
rtb.requests	1443517560	1571.203889	dc=S
rtb.requests	1443517620	1546.138095	dc=S
rtb.requests	1443517920	1434.963492	dc=S
rtb.requests	1443517980	1439.630556	dc=S
rtb.requests	1443518280	1547.113889	dc=S
rtb.requests	1443518340	1549.925	dc=S
rtb.requests	1443518640	1645.858889	dc=S
rtb.requests	1443518700	1642.57	dc=S
rtb.requests	1443519000	1691.417222	dc=S
rtb.requests	1443519060	1617.578968	dc=S
rtb.requests	1443519360	1727.956111	dc=S
rtb.requests	1443519420	1726.375556	dc=S
rtb.requests	1443519720	1669.473333	dc=S
rtb.requests	1443519780	1626.639683	dc=S
rtb.requests	1443520080	1555.741667	dc=S
rtb.requests	1443520440	1633.638333	dc=S
rtb.requests	1443520500	1616.865476	dc=S
rtb.requests	1443520800	1586.887698	dc=S
rtb.requests	1443520860	1577.721825	dc=S
rtb.requests	1443521160	1699.346825	dc=S
rtb.requests	1443521220	1614.571429	dc=S
rtb.requests	1443521520	1665.952778	dc=S
rtb.requests	1443521580	1666.388889	dc=S
rtb.requests	1443521880	1810.203333	dc=S
rtb.requests	1443521940	1800.336905	dc=S
rtb.requests	1443522240	1762.075436	dc=S
rtb.requests	1443522300	1791.452008	dc=S
rtb.requests	1443522600	1690.080144	dc=S
rtb.requests	1443522660	1684.751587	dc=S
rtb.requests	1443522960	1782.071032	dc=S
rtb.requests	1443523020	1708.307143	dc=S
rtb.requests	1443523320	2091.295535	dc=S
rtb.requests	1443523380	2091.298313	dc=S
rtb.requests	1443523680	2045.630556	dc=S
rtb.requests	1443524040	2178.662778	dc=S
rtb.requests	1443524100	2174.545635	dc=S
rtb.requests	1443524400	2372.962302	dc=S
rtb.requests	1443524460	2355.911111	dc=S
rtb.requests	1443524760	2300.485397	dc=S
rtb.requests	1443524820	2326.573889	dc=S
rtb.requests	1443525120	2383.482222	dc=S
rtb.requests	1443525180	2375.298413	dc=S
rtb.requests	1443525480	2610.299444	dc=S
rtb.requests	1443525540	2608.793889	dc=S
rtb.requests	1443525840	2855.726111	dc=S
rtb.requests	1443525900	2849.900794	dc=S
rtb.requests	1443526200	2966.173016	dc=S
rtb.requests	1443526260	2924.357143	dc=S
rtb.requests	1443526560	2982.161508	dc=S
rtb.requests	1443526620	3006.327778	dc=S
rtb.requests	1443526920	3048.02	dc=S
rtb.requests	1443526980	3128.492222	dc=S
rtb.requests	1443527280	3240.228333	dc=S
rtb.requests	1443527640	3566.84	dc=S
rtb.requests	1443527700	3529.652381	dc=S
rtb.requests	1443528000	3416.409286	dc=S
rtb.requests	1443528060	3430.972778	dc=S
rtb.requests	1443528360	3501.533889	dc=S
rtb.requests	1443528420	3373.662302	dc=S
rtb.requests	1443528720	3661.079841	dc=S
rtb.requests	1443528780	3662.785	dc=S
rtb.requests	1443529080	4018.275	dc=S
rtb.requests	1443529140	4016.475	dc=S
rtb.requests	1443529440	4376.15	dc=S
rtb.requests	1443529500	4346.18373	dc=S
rtb.requests	1443529800	4235.518016	dc=S
rtb.requests	1443529860	4259.383889	dc=S
rtb.requests	1443530160	4489.748889	dc=S
rtb.requests	1443530220	4511.993333	dc=S
rtb.requests	1443530520	5065.712778	dc=S
rtb.requests	1443530580	5074.615556	dc=S
rtb.requests	1443530880	5484.682222	dc=S
rtb.requests	1443530940	5502.224206	dc=S
rtb.requests	1443531240	5591.838095	dc=S
rtb.requests	1443531300	5554.464286	dc=S
rtb.requests	1443531600	6014.304444	dc=S
rtb.requests	1443531660	6018.576667	dc=S
rtb.requests	1443531960	5849.755556	dc=S
rtb.requests	1443532020	5816.825	dc=S
rtb.requests	1443532320	6075.908889	dc=S
rtb.requests	1443532680	6307.667222	dc=S
rtb.requests	1443532740	6278.913492	dc=S
rtb.requests	1443533040	6439.508651	dc=S
rtb.requests	1443533100	6455.542778	dc=S
rtb.requests	1443533400	6794.837222	dc=S
rtb.requests	1443533460	6887.661905	dc=S
rtb.requests	1443533760	7241.516667	dc=S
rtb.requests	1443533820	7235.422222	dc=S
rtb.requests	1443534120	7951.817222	dc=S
rtb.requests	1443534180	7931.476587	dc=S
rtb.requests	1443534480	7752.42381	dc=S
rtb.requests	1443534540	7484.417857	dc=S
rtb.requests	1443534840	8701.207143	dc=S
rtb.requests	1443534900	8529.816667	dc=S
rtb.requests	1443535200	7856.795	dc=S
rtb.requests	1443535260	7980.12	dc=S
rtb.requests	1443535560	7866.953333	dc=S
rtb.requests	1443535620	7331.309921	dc=S
rtb.requests	1443535920	8212.178333	dc=S
rtb.requests	1443535980	8204.889444	dc=S
rtb.requests	1443536280	8919.497778	dc=S
rtb.requests	1443536340	-249490.2596	dc=S
rtb.requests	1443536640	-201545.4414	dc=S
rtb.requests	1443536700	14043.93991	dc=S
rtb.requests	1443537000	14075.12325	dc=S
rtb.requests	1443537060	12938.80955	dc=S
rtb.requests	1443537360	13694.03781	dc=S
rtb.requests	1443537420	14919.89056	dc=S
rtb.requests	1443537720	14593.78	dc=S
rtb.requests	1443537780	15506.90222	dc=S
rtb.requests	1443538080	15625.59778	dc=S
rtb.requests	1443538140	14781.65595	dc=S
rtb.requests	1443538440	15227.62817	dc=S
rtb.requests	1443538500	15204.90556	dc=S
rtb.requests	1443538800	15476.34722	dc=S
rtb.requests	1443538860	14925.19405	dc=S
rtb.requests	1443539160	15044.61349	dc=S
rtb.requests	1443539220	15333.22024	dc=S
rtb.requests	1443539520	15355.96499	dc=S
rtb.requests	1443539580	15729.44277	dc=S
rtb.requests	1443539880	15054.10444	dc=S
rtb.requests	1443539940	16373.25722	dc=S
rtb.requests	1443540240	17117.31885	dc=S
rtb.requests	1443540300	17099.15496	dc=S
rtb.requests	1443540600	17483.4133	dc=S
rtb.requests	1443540660	16258.43611	dc=S
rtb.requests	1443540960	16089.39722	dc=S
rtb.requests	1443541020	17023.24802	dc=S
rtb.requests	1443541320	17925.15333	dc=S
rtb.requests	1443406020	1370.261114	dc=A
rtb.requests	1443406380	1462.375003	dc=A
rtb.requests	1443406740	1528.769444	dc=A
rtb.requests	1443407100	1559.722222	dc=A
rtb.requests	1443407460	1570.575	dc=A
rtb.requests	1443407820	1587.511111	dc=A
rtb.requests	1443408180	1629.044444	dc=A
rtb.requests	1443408540	1585.072222	dc=A
rtb.requests	1443408900	1696.822222	dc=A
rtb.requests	1443409260	1320.125	dc=A
rtb.requests	1443409620	1390.808333	dc=A
rtb.requests	1443409980	1600.055556	dc=A
rtb.requests	1443410340	1671.602778	dc=A
rtb.requests	1443410700	1655.388889	dc=A
rtb.requests	1443411060	1698.833333	dc=A
rtb.requests	1443411420	1797.252778	dc=A
rtb.requests	1443411780	1940.622222	dc=A
rtb.requests	1443412140	1970.2	dc=A
rtb.requests	1443412500	2208.961111	dc=A
rtb.requests	1443412860	1502.866667	dc=A
rtb.requests	1443413220	2129.594444	dc=A
rtb.requests	1443413580	2407.608333	dc=A
rtb.requests	1443413940	2843.133333	dc=A
rtb.requests	1443414300	2827.838889	dc=A
rtb.requests	1443414660	3019.341667	dc=A
rtb.requests	1443415020	3173.502778	dc=A
rtb.requests	1443415380	3332.077778	dc=A
rtb.requests	1443415740	3613.072222	dc=A
rtb.requests	1443416100	3508.655556	dc=A
rtb.requests	1443416460	1359.430556	dc=A
rtb.requests	1443416820	3589.852778	dc=A
rtb.requests	1443417180	4311.177778	dc=A
rtb.requests	1443417540	4504.9	dc=A
rtb.requests	1443417900	4554.519444	dc=A
rtb.requests	1443418260	4263.291667	dc=A
rtb.requests	1443418560	4306.93	dc=A
rtb.requests	1443418620	4540.188333	dc=A
rtb.requests	1443418980	4585.399603	dc=A
rtb.requests	1443419280	4618.887222	dc=A
rtb.requests	1443419340	4152.892778	dc=A
rtb.requests	1443419700	3945.283333	dc=A
rtb.requests	1443420060	2235.202778	dc=A
rtb.requests	1443420420	4504.769444	dc=A
rtb.requests	1443420780	4842.197222	dc=A
rtb.requests	1443421140	5154.766667	dc=A
rtb.requests	1443421500	4796.883333	dc=A
rtb.requests	1443421860	5094.041667	dc=A
rtb.requests	1443422220	4787.916667	dc=A
rtb.requests	1443422580	4986.622222	dc=A
rtb.requests	1443422940	4686.286111	dc=A
rtb.requests	1443423300	4107.977778	dc=A
rtb.requests	1443423660	1809.680556	dc=A
rtb.requests	1443424020	3628.838889	dc=A
rtb.requests	1443424380	4118.411111	dc=A
rtb.requests	1443424740	4041.011111	dc=A
rtb.requests	1443425100	4427.705556	dc=A
rtb.requests	1443425460	4490.252778	dc=A
rtb.requests	1443425820	4013.969444	dc=A
rtb.requests	1443426180	4097.95	dc=A
rtb.requests	1443426480	4095.993333	dc=A
rtb.requests	1443426540	4380.657222	dc=A
rtb.requests	1443426900	4276.904762	dc=A
rtb.requests	1443427260	2316.336111	dc=A
rtb.requests	1443427620	2993.308333	dc=A
rtb.requests	1443427980	3491.586111	dc=A
rtb.requests	1443428340	3776.372222	dc=A
rtb.requests	1443428700	3815.736111	dc=A
rtb.requests	1443429000	3826.012778	dc=A
rtb.requests	1443429060	3852.993333	dc=A
rtb.requests	1443429420	3999.617064	dc=A
rtb.requests	1443429720	4024.697064	dc=A
rtb.requests	1443429780	3878.327222	dc=A
